id_partido,tiempo,tiempo_numerico,mitad,accion,numero,equipo,portero,asistencia_numero,gol_numero,asistencia_numero,tiro_numero,gol,posicion_marco,posicion_tiro,post,saved,posicion_marco_vertical,posicion_marco_horizontal,numero_causa_7m,numero_recibe_7m,turnover,robo,suspension,es_casa,equipo,cantidad_suspendidos,sin_portero,cantidad_jugadores_campo,posesion,numero_posesion,inicio_posesion,fin_posesion
1,40:36,2436,2,Team timeout,"",CHI,12,,,,,,,,,,,,,,,,,FALSE,CHI,0,0,6,CHI,73,40:19,40:46
1,40:46,2446,2,FEUCHTMANN E Goal breakthrough bottom centre,4,CHI,12,,4,,,1,bottom centre,breakthrough,,,bottom,centre,,,,,,FALSE,CHI,0,0,6,CHI,73,40:19,40:46
1,40:55,2455,2,MAMDOUH Mfor 96 ELTAYAR M Empty goal,89,EGY,Empty goal,,,,,,,,,,,,,,,,,TRUE,EGY,-2,1,5,CHI,73,40:19,40:46
1,41:18,2478,2,MAMDOUH M Goal right 6m bottom right (91 SANAD M),89,EGY,Empty goal,91,89,91,,1,bottom right,right 6m,,,bottom,right,,,,,,TRUE,EGY,-2,1,5,EGY,74,40:46,41:18
1,41:36,2496,2,FEUCHTMANN E Goal breakthrough top left,10,CHI,12,,10,,,1,top left,breakthrough,,,top,left,,,,,,FALSE,CHI,0,0,6,CHI,75,41:18,41:36
1,42:14,2534,2,ELTAYAR Mfor 15 HESHAM A Goalkeeper back,96,EGY,96,,,,,,,,,,,,,,,,,TRUE,EGY,-1,0,5,CHI,75,41:18,41:36
1,42:19,2539,2,RAMADAN M 7m received,55,EGY,96,,,,,,,,,,,,,55,,,,TRUE,EGY,-1,0,5,EGY,76,41:36,42:25
1,42:19,2539,2,FEUCHTMANN H 7m caused,21,CHI,12,,,,,,,,,,,,21,,,,,FALSE,CHI,0,0,6,EGY,76,41:36,42:25
1,42:25,2545,2,YOUSRI A Goal Penalty shot bottom centre (55 RAMADAN M),53,EGY,96,55,53,55,,1,bottom centre,Penalty,,,bottom,centre,,,,,,TRUE,EGY,-1,0,5,EGY,76,41:36,42:25
1,42:38,2558,2,AYALA D Shot right wing saved middle right,30,CHI,12,,,,30,,middle right,right wing,,1,middle,right,,,,,,FALSE,CHI,0,0,6,CHI,77,42:25,43:30
1,43:30,2610,2,AYALA D Shot right wing saved top centre,30,CHI,12,,,,30,,top centre,right wing,,1,top,centre,,,,,,FALSE,CHI,0,0,6,CHI,77,42:25,43:30
1,43:40,2620,2,RAMADAN M Technical Fault,55,EGY,96,,,,,,,,,,,,,,,,,TRUE,EGY,0,0,6,EGY,78,43:30,43:40
1,44:35,2675,2,ZEIN A Block,90,EGY,96,,,,,,,,,,,,,,,,,TRUE,EGY,0,0,6,CHI,79,43:40,44:35
1,44:35,2675,2,FEUCHTMANN E Shot centre 9m blocked,4,CHI,12,,,,4,,blocked,centre 9m,,,,,,,,,,FALSE,CHI,0,0,6,CHI,79,43:40,44:35
1,44:44,2684,2,MOAMEN A Shot centre 6m saved bottom left,11,EGY,96,,,,11,,bottom left,centre 6m,,1,bottom,left,,,,,,TRUE,EGY,0,0,6,EGY,80,44:35,45:11
1,45:11,2711,2,KADDAH H Shot centre 9m saved bottom right,42,EGY,96,,,,42,,bottom right,centre 9m,,1,bottom,right,,,,,,TRUE,EGY,0,0,6,EGY,80,44:35,45:11
1,45:23,2723,2,SALINAS E Goal fast break bottom left (17 SALINAS R),11,CHI,12,17,11,17,,1,bottom left,fast break,,,bottom,left,,,,,,FALSE,CHI,0,0,6,CHI,81,45:11,45:23
1,45:52,2752,2,HESHAM A Technical Fault,15,EGY,96,,,,,,,,,,,,,,,,,TRUE,EGY,0,0,6,EGY,82,45:23,45:52
1,45:52,2752,2,FEUCHTMANN E 2-minutes suspension,4,CHI,12,,,,,,,,,,,,,,,,4,FALSE,CHI,0,0,6,EGY,82,45:23,45:52
1,46:04,2764,2,REYES Dfor 12 GARCIA F Empty goal,7,CHI,Empty goal,,,,,,,,,,,,,,,,,FALSE,CHI,-1,1,6,EGY,82,45:23,45:52
1,46:17,2777,2,RAMADAN M 2-minutes suspension,55,EGY,96,,,,,,,,,,,,,,,,55,TRUE,EGY,0,0,6,EGY,82,45:23,45:52
1,46:35,2795,2,SALINAS E Goal centre 6m top centre (10 FEUCHTMANN E),11,CHI,Empty goal,10,11,10,,1,top centre,centre 6m,,,top,centre,,,,,,FALSE,CHI,-1,1,6,CHI,83,45:52,46:35
1,46:50,2810,2,GARCIA Ffor 10 FEUCHTMANN E Goalkeeper back,12,CHI,12,,,,,,,,,,,,,,,,,FALSE,CHI,-1,0,5,CHI,83,45:52,46:35
1,46:59,2819,2,OMAR Yfor 96 ELTAYAR M Empty goal,5,EGY,Empty goal,,,,,,,,,,,,,,,,,TRUE,EGY,-1,1,6,CHI,83,45:52,46:35
1,47:22,2842,2,ELTAYAR Mfor 11 MOAMEN A Goalkeeper back,96,EGY,96,,,,,,,,,,,,,,,,,TRUE,EGY,-1,0,5,CHI,83,45:52,46:35
1,47:22,2842,2,OMAR Y Technical Fault,5,EGY,96,,,,,,,,,,,,,,,,,TRUE,EGY,-1,0,5,EGY,84,46:35,47:22
1,47:42,2862,2,FEUCHTMANN E Technical Fault,10,CHI,12,,,,,,,,,,,,,,,,,FALSE,CHI,-1,0,5,CHI,85,47:22,47:42
1,47:43,2863,2,PAVEZ Sfor 12 GARCIA F Empty goal,20,CHI,Empty goal,,,,,,,,,,,,,,,,,FALSE,CHI,-1,1,6,CHI,85,47:22,47:42
1,48:06,2886,2,YOUSRI A Goal fast break bottom right (90 ZEIN A),53,EGY,96,90,53,90,,1,bottom right,fast break,,,bottom,right,,,,,,TRUE,EGY,-1,0,5,EGY,86,47:42,48:06
1,48:15,2895,2,REYES D Goal centre 6m top right,7,CHI,Empty goal,,7,,,1,top right,centre 6m,,,top,right,,,,,,FALSE,CHI,0,1,7,CHI,87,48:06,48:15
1,48:49,2929,2,ELDERAA S Turnover,45,EGY,96,,,,,,,,,,,,,,45,,,TRUE,EGY,0,0,6,EGY,88,48:15,48:53
1,48:49,2929,2,SALINAS R Steal,17,CHI,Empty goal,,,,,,,,,,,,,,,17,,FALSE,CHI,0,1,7,EGY,88,48:15,48:53
1,48:53,2933,2,Team timeout,"",EGY,96,,,,,,,,,,,,,,,,,TRUE,EGY,0,0,6,EGY,88,48:15,48:53
1,48:53,2933,2,FEUCHTMANN E Goal fast break middle right,4,CHI,Empty goal,,4,,,1,middle right,fast break,,,middle,right,,,,,,FALSE,CHI,0,1,7,CHI,89,48:53,48:53
1,48:53,2933,2,GARCIA Ffor 10 FEUCHTMANN E Goalkeeper back,12,CHI,12,,,,,,,,,,,,,,,,,FALSE,CHI,0,0,6,CHI,89,48:53,48:53
1,49:11,2951,2,OMAR Y Turnover,5,EGY,96,,,,,,,,,,,,,,5,,,TRUE,EGY,0,0,6,EGY,90,48:53,49:11
1,49:11,2951,2,FEUCHTMANN E Steal,4,CHI,12,,,,,,,,,,,,,,,4,,FALSE,CHI,0,0,6,EGY,90,48:53,49:11
1,49:16,2956,2,SALINAS R Goal fast break top right (4 FEUCHTMANN E),17,CHI,12,4,17,4,,1,top right,fast break,,,top,right,,,,,,FALSE,CHI,0,0,6,CHI,91,49:11,49:16
1,49:30,2970,2,HESHAM A Technical Fault,15,EGY,96,,,,,,,,,,,,,,,,,TRUE,EGY,0,0,6,EGY,92,49:16,49:30
1,49:59,2999,2,ELDERAA S Steal,45,EGY,96,,,,,,,,,,,,,,,45,,TRUE,EGY,0,0,6,CHI,93,49:30,49:59
1,49:59,2999,2,SALINAS R Turnover,17,CHI,12,,,,,,,,,,,,,,17,,,FALSE,CHI,0,0,6,CHI,93,49:30,49:59
1,50:36,3036,2,YOUSRI A Goal centre 9m top right (39 ELDERAA Y),53,EGY,96,39,53,39,,1,top right,centre 9m,,,top,right,,,,,,TRUE,EGY,0,0,6,EGY,94,49:59,50:36
1,51:22,3082,2,SALINAS R Goal right 9m bottom left,17,CHI,12,,17,,,1,bottom left,right 9m,,,bottom,left,,,,,,FALSE,CHI,0,0,6,CHI,95,50:36,51:22
1,51:34,3094,2,ELDERAA Y Goal breakthrough bottom right,39,EGY,96,,39,,,1,bottom right,breakthrough,,,bottom,right,,,,,,TRUE,EGY,0,0,6,EGY,96,51:22,51:34
1,52:07,3127,2,SALINAS E Goal centre 6m bottom left (4 FEUCHTMANN E),11,CHI,12,4,11,4,,1,bottom left,centre 6m,,,bottom,left,,,,,,FALSE,CHI,0,0,6,CHI,97,51:34,52:07
1,52:44,3164,2,DONOSO V 2-minutes suspension,77,CHI,12,,,,,,,,,,,,,,,,77,FALSE,CHI,0,0,6,CHI,97,51:34,52:07
1,53:04,3184,2,MOAMEN A Goal left wing bottom left (39 ELDERAA Y),11,EGY,96,39,11,39,,1,bottom left,left wing,,,bottom,left,,,,,,TRUE,EGY,0,0,6,EGY,98,52:07,53:04
1,53:15,3195,2,FEUCHTMANN Efor 12 GARCIA F Empty goal,10,CHI,Empty goal,,,,,,,,,,,,,,,,,FALSE,CHI,-1,1,6,EGY,98,52:07,53:04
1,53:51,3231,2,SALINAS E Goal centre 6m bottom left (17 SALINAS R),11,CHI,Empty goal,17,11,17,,1,bottom left,centre 6m,,,bottom,left,,,,,,FALSE,CHI,-1,1,6,CHI,99,53:04,53:51
1,54:14,3254,2,GARCIA Ffor 10 FEUCHTMANN E Goalkeeper back,12,CHI,12,,,,,,,,,,,,,,,,,FALSE,CHI,-1,0,5,CHI,99,53:04,53:51
1,54:48,3288,2,YOUSRI A Goal fast break top left,53,EGY,96,,53,,,1,top left,fast break,,,top,left,,,,,,TRUE,EGY,0,0,6,EGY,100,53:51,55:46
1,55:08,3308,2,GONZALEZ Vfor 12 GARCIA F Goalkeeper Substitution,16,CHI,12,,,,,,,,,,,,,,,,,FALSE,CHI,0,0,6,EGY,100,53:51,55:46
1,55:46,3346,2,KADDAH H Shot left 9m post,42,EGY,96,,,,42,,post,left 9m,1,,,,,,,,,TRUE,EGY,0,0,6,EGY,100,53:51,55:46
1,55:54,3354,2,FEUCHTMANN E Goal fast break bottom right,4,CHI,12,,4,,,1,bottom right,fast break,,,bottom,right,,,,,,FALSE,CHI,0,0,6,CHI,101,55:46,55:54
1,56:38,3398,2,KADDAH H Goal breakthrough bottom right,42,EGY,96,,42,,,1,bottom right,breakthrough,,,bottom,right,,,,,,TRUE,EGY,0,0,6,EGY,102,55:54,56:38
1,56:53,3413,2,Team timeout,"",CHI,12,,,,,,,,,,,,,,,,,FALSE,CHI,0,0,6,CHI,103,56:38,57:09
1,57:09,3429,2,YOUSRI A Steal,53,EGY,96,,,,,,,,,,,,,,,53,,TRUE,EGY,0,0,6,CHI,103,56:38,57:09
1,57:09,3429,2,SALINAS R Turnover,17,CHI,12,,,,,,,,,,,,,,17,,,FALSE,CHI,0,0,6,CHI,103,56:38,57:09
1,57:37,3457,2,RAMADAN M Turnover,55,EGY,96,,,,,,,,,,,,,,55,,,TRUE,EGY,0,0,6,EGY,104,57:09,57:37
1,58:01,3481,2,SALINAS R Goal breakthrough bottom left,17,CHI,12,,17,,,1,bottom left,breakthrough,,,bottom,left,,,,,,FALSE,CHI,0,0,6,CHI,105,57:37,58:01
1,58:38,3518,2,RAMADAN M Goal breakthrough bottom left,55,EGY,96,,55,,,1,bottom left,breakthrough,,,bottom,left,,,,,,TRUE,EGY,0,0,6,EGY,106,58:01,58:38
1,59:00,3540,2,CEBALLOS S Goal left wing bottom centre (11 SALINAS E),2,CHI,12,11,2,11,,1,bottom centre,left wing,,,bottom,centre,,,,,,FALSE,CHI,0,0,6,CHI,107,58:38,59:00
1,59:31,3571,2,MOAMEN A Shot left wing saved bottom centre,11,EGY,96,,,,11,,bottom centre,left wing,,1,bottom,centre,,,,,,TRUE,EGY,0,0,6,EGY,108,59:00,59:31
1,59:44,3584,2,CEBALLOS S Shot fast break saved top centre,2,CHI,12,,,,2,,top centre,fast break,,1,top,centre,,,,,,FALSE,CHI,0,0,6,CHI,109,59:31,59:44
1,59:51,3591,2,ELDERAA S Goal breakthrough top left,45,EGY,96,,45,,,1,top left,breakthrough,,,top,left,,,,,,TRUE,EGY,0,0,6,EGY,110,59:44,60:00
